,0
alb,0.0006674923606654902
swm1,0.0002935041433346827
swm2,0.0009003157790076897
nwm,0.00034826834325273867
tyr1,0.001550601498503315
tyr2,0.0014569460714013486
adr1,
adr2,0.004035159988374261
aeg,0.0035789472652383364
ion1,0.001124861224047466
ion2,0.0004616807869318835
ion3,0.0011236578374150333
lev1,0.00031196991340507965
lev2,0.00024791574691727496
lev3,0.0004281805315462617
lev4,0.0005291962029669959
